id,topic,topic_kr,question_type,difficulty_min,difficulty_max,question_en,vocab_10,grammar_3,phrases_2,strategy_kr
51,coffee_shops,카페/커피 전문점에 가기,Description,2,6,"Describe a coffee shop you often visit. What is it like, and why is it important or interesting to you?",coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
52,coffee_shops,카페/커피 전문점에 가기,Routine,3,6,"Tell me about your usual routine for going to coffee shops. When do you usually do it, and what do you normally do?",coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
53,coffee_shops,카페/커피 전문점에 가기,Preference,2,6,What do you like most about going to coffee shops? Explain your preferences with specific examples.,coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
54,coffee_shops,카페/커피 전문점에 가기,Past Experience,4,6,"Tell me about the last time you spent time going to coffee shops. Where were you, who were you with, and what happened?",coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
55,coffee_shops,카페/커피 전문점에 가기,Memorable Event,4,6,Tell me about a memorable experience related to going to coffee shops. Why do you still remember it?,coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
56,coffee_shops,카페/커피 전문점에 가기,Comparison,5,6,How has your experience with going to coffee shops changed compared to the past? Give specific examples.,coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
57,coffee_shops,카페/커피 전문점에 가기,Problem,5,6,"Tell me about a problem you had while going to coffee shops. What happened, and how did you handle the situation?",coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
58,coffee_shops,카페/커피 전문점에 가기,Role-play,5,6,"I am your friend, and we are going to meet at a coffee shop. Ask me three or four questions to make a plan.",coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
59,coffee_shops,카페/커피 전문점에 가기,Opinion,5,6,"Some people enjoy going to coffee shops, while others do not. What is your opinion about this, and why?",coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
60,coffee_shops,카페/커피 전문점에 가기,Change,5,6,How have people's habits related to going to coffee shops changed these days? Explain the reasons and give examples.,coffee|cafe|atmosphere|cozy|quiet|menu|latte|seat|crowded|neighborhood,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 장소의 분위기, 메뉴, 그곳에서 하는 일을 함께 묘사하면 답변이 풍부해집니다."
61,parks,공원 가기,Description,2,6,"Describe a park you like to visit. What is it like, and why is it important or interesting to you?",park|path|bench|trees|fresh air|picnic|walk|relax|playground|scenery,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 공원의 위치와 분위기, 공원에서 하는 활동, 기분 전환 효과를 연결하세요."
